,Clinton,Trump
here in,4.20584815953,0.237764170762
test,4.17997055319,0.239236135105
students,4.15965809921,0.240404373665
student,4.14488034481,0.241261488103
grandmother,4.13336610065,0.241933565924
personal,4.13002951754,0.242129020084
economy,4.11170176853,0.243208300673
muslims,4.09042245251,0.24447352605
it did,4.08346769217,0.244889901276
imagine,4.07634353751,0.245317891095
extraordinary,4.07497675779,0.245400172673
communities,4.07370732471,0.245476643335
president obama,4.06757358113,0.245846812616
refinance,4.03928438966,0.247568604617
once again,4.00678393224,0.249576722107
across,4.00358652728,0.249776042852
he wants to,3.99965834336,0.250021355364
called obamacare,3.95407831299,0.252903438133
loophole,3.93081134896,0.254400405215
urgent,3.92552069273,0.254743275676
thing about,3.92243289489,0.254943813393
somehow,3.92019807724,0.255089151185
dad,3.91771666755,0.255250719962
president elect,3.91736745104,0.255273474469
debt,3.89061351624,0.257028871109
flint,3.87294863617,0.25820120377
not running,3.87129758948,0.258311322467
ideas,3.86319496036,0.258853102228
equal pay,3.82375282869,0.261523180185
to washington,3.81454591313,0.262154401277
depression,3.79300678471,0.263643082325
immigrants,3.79252501021,0.263676573604
recognize,3.77008714677,0.265245858005
this campaign,3.76481310156,0.265617435188
mrs,3.75915412161,0.266017292095
partner,3.7473980296,0.266851824146
advanced,3.74685869337,0.266890235751
nice things,3.73997472446,0.267381486153
afford,3.73936841749,0.2674248398
immigration reform,3.72364437238,0.268554109898
goodness,3.71996796257,0.268819519432
invest,3.70410927425,0.269970437144
tim,3.69437778309,0.27068157582
recovery,3.69205732155,0.270851699448
to the senate,3.69065378088,0.270954703251
climate change,3.66706358698,0.272697752924
we're better,3.6638059446,0.272940219848
children's,3.66035897744,0.273197248183
higher education,3.64863427041,0.274075154122
colleges,3.6452943697,0.274326267945
here with,3.63300173349,0.275254479177
homes,3.6306193533,0.275435098722
sanctions,3.61317386295,0.276764982237
against,3.61266364906,0.276804069557
of people who,3.60178057371,0.277640455751
spent a lot,3.59865832283,0.277881340847
proud of the,3.59757475716,0.277965036865
past,3.59328680572,0.27829673891
com,3.57947846945,0.279370307304
roosevelt,3.57196717054,0.279957780197
also have,3.56396367748,0.280586473515
we all,3.56250729157,0.280701179859
other country,3.56088347972,0.280829183458
was as,3.55489323795,0.281302400118
tuition,3.54843316205,0.281814523293
always done,3.53067787176,0.283231729521
eye,3.52466493065,0.283714911821
rates,3.52337145997,0.283819066869
families,3.52100983613,0.28400943097
the immigration,3.51766859267,0.284279196194
pride,3.50695964831,0.285147278635
small business,3.49874796942,0.285816528867
help,3.49420723934,0.286187948082
safe and,3.48588372944,0.286871300828
childhood,3.48388404145,0.287035959895
around the country,3.48131576923,0.287247715027
terrorist,3.47565873956,0.287715243334
stake,3.47358156167,0.287887295072
right there,3.47012034126,0.288174444013
enough,3.46826354525,0.28832872328
as i,3.45317984634,0.289588160623
work,3.43970721519,0.290722418345
around the,3.43472436183,0.291144177714
i believe,3.43464151505,0.291151200385
philadelphia,3.43122008859,0.291441520561
what he,3.4311545228,0.291447089705
latino,3.42805222648,0.29171084159
surplus,3.42751917615,0.291756208677
hard,3.42209888469,0.292218323811
few weeks ago,3.40475441303,0.29370693997
matters,3.39904880777,0.29419995315
about this,3.39500380426,0.294550479957
that this,3.39406595822,0.294631869948
taxpayers,3.38702172629,0.295244636974
minimum wage,3.37563608135,0.296240464286
full,3.36196760348,0.297444865014
teachers,3.35934781028,0.297676827907
granddaughter,3.3582108713,0.297777607876
take on,3.35680077742,0.297902695544
choices,3.3366502795,0.299701771607
praised,3.33397831546,0.299941962839
priority,3.32710827253,0.300561303717
exactly what,3.31626806171,0.301543777943
argument,3.31466377851,0.301689723852
parenthood,3.31293856054,0.30184682925
forth,3.30353302584,0.302706221544
goals,3.29891307005,0.303130145828
emergency,3.29838647496,0.303178541263
terrorists,3.29391051672,0.303590517995
over again,3.28703314771,0.304225712082
acknowledge,3.28387095378,0.304518665342
the rhetoric,3.27739170853,0.305120684048
health,3.27195038449,0.305628106325
insulting,3.26631426542,0.306155476399
though,3.26534453544,0.306246397324
century,3.26285807291,0.306479772536
discrimination,3.26031735935,0.306718607357
now now,3.25733300308,0.306999621793
service,3.25500786949,0.307218919307
mayor,3.24242859099,0.308410801329
grandparents,3.23884015041,0.308752501995
frustrated,3.2337877923,0.309234886217
to figure out,3.21697343247,0.310851183882
experts,3.2141450766,0.311124724046
want you,3.20954613157,0.311570533342
driving,3.19984967398,0.312514680965
troops,3.19648984315,0.312843165181
is not only,3.18746631045,0.313728806081
single day,3.1789966716,0.314564657753
run a,3.17804506527,0.314658848274
advocate,3.17712394161,0.314750075344
lead,3.14143047846,0.318326318808
an inversion,3.14007645509,0.318463583388
generation,3.13763521676,0.318711364106
bargain,3.13697632454,0.318778306415
senator sanders,3.13617635101,0.318859620148
to everybody,3.13321839573,0.319160643689
for everybody,3.13093168607,0.319393746101
to deal,3.12017224133,0.320495127402
seem,3.11906261261,0.320609145824
to buy,3.11839572772,0.320677709731
great depression,3.11558423238,0.320967088486
it when,3.10813972321,0.321735857797
americans,3.1039914332,0.322165837606
faces,3.09664343744,0.322930301858
fear,3.09521250615,0.323079594054
republican candidates,3.08232035645,0.324430910599
makes,3.08210910749,0.32445314722
pink,3.07824375675,0.324860563042
training,3.07806451662,0.324879480141
together,3.07683281873,0.325009533801
behind,3.07437912912,0.325268926831
responsibility,3.07322915794,0.325390639165
stand,3.06608011874,0.326149337679
access to,3.06326321262,0.32644925708
privatize,3.06165471782,0.326620763007
count on,3.05340295306,0.327503449553
congressman,3.04849430005,0.328030792113
suspected,3.04784575107,0.328100593559
the home,3.04666670705,0.328227566765
these days,3.04093074977,0.328846686192
the terrible,3.04091583226,0.328848299381
faith in,3.03392983648,0.329605512947
disagree,3.02848143764,0.330198490759
unaccountable,3.01919679744,0.331213917837
thousands of dollars,3.01763687779,0.331385133632
believe them,3.01743257062,0.331407571369
ill,3.01632248202,0.331529538357
keeping,3.01043482876,0.332177926738
avoid,3.00953840539,0.332276869506
challenges,3.00681493953,0.332577834057
things he,3.00616170921,0.332650102267
commitment,3.00539677865,0.332734768036
this agreement,3.00205042939,0.333105663452
commander,2.99901392383,0.333442933377
i was in,2.99080777031,0.334357831328
glass,2.98978419702,0.334472301043
and fair,2.98966963474,0.334485117814
provide,2.98620199066,0.334873529362
a scientist,2.98246018767,0.33529366264
and purpose,2.96942168933,0.336765910882
forces,2.96892808433,0.336821900564
coming to the,2.96680980006,0.337062389366
fought,2.96302158702,0.337493322485
a sense of,2.96284998402,0.337512869498
brings,2.96189909052,0.337621225247
excited,2.96144947325,0.337672484042
but because,2.95893398247,0.337959550948
improve,2.95661257733,0.338224902264
fortunate,2.95446981824,0.338470203292
majority of,2.95174168332,0.338783032964
the gun,2.95161672413,0.33879737563
trends,2.95001086511,0.338981802348
costs down,2.94884272751,0.339116084649
what is it,2.94858639209,0.339145565713
impose,2.94759518676,0.339259612205
happen by,2.9467871746,0.33935263755
job interview,2.94582666754,0.339463285814
before they,2.933962028,0.340836040295
the auto,2.93180034286,0.341087346699
american history,2.93152621492,0.341119241886
suspicious,2.92803712627,0.341525724189
bad for,2.92396902703,0.342000886725
fulfill,2.92372922014,0.342028937944
everything i,2.92305861423,0.342107405966
coalition,2.92275885998,0.342142492045
everything we,2.9212639766,0.342317574862
the tax,2.91815545405,0.342682223667
trust,2.90941559166,0.34371163847
concluded,2.90537372565,0.344189799464
public,2.90324325916,0.344442373833
trump's,2.89956288984,0.34487956909
america,2.89588961551,0.345317029574
voted against,2.89280698228,0.345685006337
productive,2.88441146279,0.346691175272
finger,2.8817735277,0.347008531513
creating,2.88102517445,0.347098667818
tell you a,2.88038426714,0.347175899899
conversations,2.87792132117,0.347473015556
say we're,2.87704735942,0.347578567564
research,2.87606470635,0.347697323287
i quote,2.87554101036,0.347760646222
question is,2.87270004145,0.34810456559
promises,2.87225536355,0.348158458572
than i,2.86994690118,0.348438502326
committed,2.86663357904,0.348841235696
issue,2.86445162793,0.349106960037
do you want,2.85911727573,0.349758300748
said ok,2.85775048861,0.349925580972
of americans,2.85472231814,0.350296767445
white,2.85107555722,0.35074482592
unaccountable money,2.8509580483,0.35075928269
solutions,2.84840490531,0.351073682726
of war,2.84680229027,0.351271320603
shift,2.84382709473,0.351638818638
aware,2.84127673552,0.351954453256
clash,2.83803544439,0.352356416822
don't understand,2.83716050039,0.352465079034
then there,2.83710966228,0.352471394848
told,2.82835839672,0.353561981805
accountable,2.82823506972,0.353577399101
feel like,2.82801502881,0.353604910092
who said,2.82064282657,0.354529113215
didn't we,2.81960944335,0.354659047677
young man,2.81900042476,0.354735668436
conversation,2.81668618701,0.355027125355
workers,2.81616412739,0.355092940172
is not right,2.81200112074,0.355618634938
colleagues,2.81053453181,0.355804203322
rights,2.81045877591,0.355813794022
resilience,2.80807582499,0.35611573986
a bipartisan,2.8045387045,0.356564877638
commissioner,2.80169093645,0.356927306645
northern,2.80064962612,0.357060015888
jail,2.79887960799,0.357285821492
our future,2.79834047462,0.357354656829
and win,2.79481646339,0.357805248789
concerns,2.79311988283,0.358022584762
it's clear,2.78696422348,0.358813360995
marked,2.78297442954,0.359327771533
a selfie,2.78279019683,0.35935156058
banks,2.77309744229,0.36060759523
people you,2.7721075746,0.360736361446
met,2.76992998056,0.361019956106
well why,2.76961593032,0.361060892614
it together,2.76422804878,0.361764652681
so many of,2.76393707609,0.361802737353
charlotte,2.76136028766,0.362140356863
picture,2.76067828666,0.362229820415
confident,2.75721194957,0.362685211833
something else,2.75594370116,0.362852114715
million people,2.75188526033,0.363387243799
rising,2.75003077565,0.363632294175
nurse,2.74612690882,0.364149230244
have concluded,2.7452229075,0.364269144508
china not,2.73921057539,0.365068684015
21st,2.73889900793,0.365110212937
that we are,2.73784610693,0.365250624375
mass,2.73427447619,0.365727730961
women,2.73271008031,0.365937099294
serve,2.73008355405,0.366289155698
ways,2.72869117138,0.366476063868
incomes,2.72735187693,0.366656025743
thankfully,2.72655724893,0.366762883997
advocating,2.72634691639,0.366791179063
information,2.72610926657,0.366823154252
let's,2.7240610182,0.367098972203
do to,2.72230565244,0.367335680732
to me i,2.72196414291,0.367381768274
sen,2.72150751922,0.367443408824
do it so,2.7202801712,0.367609193563
grandfather,2.71962190836,0.367698170443
diversity,2.71888039437,0.367798451918
markets,2.71432473077,0.368415756841
has said,2.7134094573,0.36854002897
we have had,2.71163478927,0.368781225244
a balanced,2.71157476256,0.368789389032
round up,2.70725747237,0.369377501108
fall,2.70472414198,0.369723471787
so they,2.70386739317,0.369840622557
racism,2.70115951418,0.370211383204
that happened,2.69689208199,0.370797187873
will defend,2.69534841696,0.371009548786
of world,2.69530466857,0.371015570767
we've got to,2.69263841034,0.371382951443
again and again,2.68933740255,0.371838802767
backs,2.68909607981,0.371872172032
program,2.68700112919,0.372162106348
part of our,2.68182372967,0.372880584558
school,2.68096663429,0.372999793138
delighted to,2.67371378667,0.374011610736
band,2.67326334571,0.374074631145
people in new,2.66736376073,0.374901996767
think we,2.66695702062,0.374959173421
about how,2.6653968897,0.375178647452
costs,2.65993051279,0.375949670562
the principle,2.65605778927,0.376497832254
a particular,2.65422615926,0.376757646108
potential,2.65062676309,0.377269260963
of money so,2.63799959137,0.37907511558
yes,2.63746976187,0.379151266284
the median,2.6346585624,0.379555823389
she tells,2.63120934941,0.380053377441
voter,2.63020037258,0.380199170536
the very,2.62910317009,0.380357838893
quote,2.62864080112,0.380424742542
material,2.62388158374,0.381114759979
h,2.62346619971,0.381175103422
grandchild,2.62259537721,0.381301671119
inequality,2.62229993009,0.3813446313
muslim,2.62229897286,0.381344770505
go back,2.62161577296,0.381444149945
some very,2.61237016398,0.38279414372
people say to,2.61209414881,0.382834592871
sandy,2.61165182484,0.38289943188
provided,2.61150813947,0.382920499034
coalitions,2.61104129954,0.382988963129
build on,2.61090544572,0.383008891279
fighter for,2.60948811465,0.383216920738
force for,2.6080651152,0.38342600964
right wing,2.60461341991,0.383934134853
are more,2.60371786709,0.384066189598
win in,2.60086289052,0.384487780438
to act,2.60074344985,0.384505438265
between,2.60047211751,0.384545557427
deserve,2.59848399072,0.384839777182
sure,2.59794364746,0.384919819558
they told,2.59753855126,0.384979849294
brain,2.59613765867,0.385187586898
enforce,2.59460995206,0.385414385391
affordable care,2.59201058287,0.38580089395
mikey,2.5918081336,0.385831029325
not support,2.58953700774,0.386169418321
until we get,2.58944149398,0.38618366251
sen clinton,2.58505236067,0.386839359703
barriers,2.58447848093,0.386925256828
policies,2.57320368568,0.388620615447
citizenship,2.57313656758,0.388630752289
hi,2.57232492675,0.388753376216
not understand,2.57226553671,0.388762351992
bipartisan,2.56921663383,0.389223698318
the letter,2.56648248824,0.389638349213
of doing,2.56508718397,0.389850296804
are better than,2.55833862934,0.390878669669
who were,2.55813403006,0.390909932103
sheila,2.55696588717,0.391088518239
work to,2.55607020264,0.391225561397
here are,2.55555911091,0.391303803433
investors,2.54901459673,0.392308463546
wind,2.54864246994,0.392365744429
it happens,2.5451187715,0.39290897195
deeply,2.54405051785,0.393073955483
planned,2.54361132968,0.393141824904
arithmetic,2.54347916246,0.393162253797
have made,2.54285034915,0.393259477631
outrageous,2.54281631352,0.393264741414
basic,2.54261577933,0.393295757908
that is one,2.54170309237,0.393436984439
a woman,2.53842151323,0.393945605482
to fill,2.53755492194,0.394080140435
insults,2.53581601765,0.39435037599
fighters,2.53553409527,0.394394223239
or maybe,2.53465455245,0.394531080788
not because,2.53276951777,0.39482471381
take us,2.53245412973,0.394873884688
granted,2.53083731948,0.395126147501
i know,2.53050147534,0.395178588017
to decide,2.5304021497,0.395194099925
modernizing,2.52754048178,0.395641536588
code,2.52719947463,0.395694922398
when he,2.52492142926,0.396051927957
how we,2.52395187098,0.396204068508
my grandfather,2.52362951486,0.396254677683
tackle,2.52265894954,0.396407132316
right decision,2.52262436126,0.396412567545
suggested,2.52199174524,0.396512003612
to the rich,2.52177653756,0.396545841832
match,2.51926993739,0.396940393389
a candidate,2.51845155442,0.397069381083
connected,2.51799375548,0.397141572659
of political,2.51669858815,0.397345953428
advanced manufacturing,2.51440298748,0.397708722499
monday,2.51421076721,0.397739128732
disabled,2.51164253235,0.398145829718
efforts,2.5113878349,0.39818620848
back up,2.5113575192,0.39819101516
to run a,2.50656309319,0.39895265462
to run the,2.50615438768,0.399017716113
that is how,2.50540946972,0.399136353592
effort,2.50431901767,0.399310148964
twice,2.50154547184,0.399752877275
what i,2.4973701769,0.400421214783
respond,2.49712966754,0.400459781083
after all,2.49607923281,0.400628308131
tech,2.49356015376,0.401033036436
each other,2.49324274409,0.401084091138
democracy,2.49249875999,0.401203810429
investments,2.48684587796,0.402115792081
have time,2.48367831019,0.402628631856
wing,2.48082952185,0.403090978721
produces,2.48075789923,0.403102616467
promise,2.48011047154,0.403207845567
it comes to,2.47974968999,0.403266508727
quarterly,2.47970188413,0.403274283251
reform,2.47962917258,0.403286108688
systemic,2.47856020607,0.403460040047
when a,2.47495502714,0.404047745933
privilege,2.47379710207,0.404236870987
that they,2.47269375114,0.404417247199
the schools,2.46773911155,0.405229221889
donald trump says,2.46768810839,0.405237597328
right to vote,2.46472163741,0.405725330123
will require,2.46235033242,0.406116053769
very much,2.46231189298,0.406122393694
broader,2.46116713519,0.406311292598
in chief,2.46086229967,0.406361623783
meeting,2.46069062175,0.406389974897
learned,2.45950950756,0.4065851329
bigotry,2.45942417622,0.406599239638
missing,2.45817549908,0.406805779478
universal background,2.45776321221,0.406874020668
tax system,2.45567178666,0.407220543654
martin,2.4554637067,0.407255052181
renewable,2.45499046276,0.407333557978
thanks,2.45454685323,0.407407175253
me say,2.4544230453,0.407427726004
conflict,2.45327564765,0.407618280056
issues,2.45254101727,0.407740377411
the specific,2.45204745018,0.407822450551
the u n,2.44731025279,0.408611862292
i know it,2.44717398372,0.408634615542
in what,2.44596842772,0.408836021213
sick,2.44552403201,0.408910314071
up for the,2.44470723672,0.40904693412
social media,2.44440938097,0.409096777236
cheers,2.44420350453,0.409131235654
2007,2.44338552026,0.409268202545
figure out,2.44336263805,0.409272035362
still,2.44207145405,0.409488427679
working with,2.44196613908,0.409506087736
experience,2.44086458796,0.409690895977
performed,2.43953722444,0.409913810693
elections,2.43949861915,0.409920297617
sharing,2.43604306276,0.410501774491
used to run,2.43567808263,0.410563287133
so much worse,2.43483394167,0.410705626731
the paris,2.43321644494,0.410978646014
trickle,2.43301824844,0.411012124814
know i have,2.43064740382,0.411413024541
we have got,2.426484865,0.412118787314
filled,2.42549391196,0.412287161419
billionaires,2.42489583448,0.412388848124
he paid,2.42480510874,0.412404277935
get ahead,2.42420212128,0.412506857915
introducing,2.42308967723,0.412696240423
yemen,2.42255066807,0.412788063912
i worked,2.42083893735,0.413079938765
country but,2.42079768897,0.413086977304
privileged,2.41696299934,0.413742370186
in philadelphia,2.41570950308,0.413957058464
president will,2.41398744179,0.414252362165
to go back,2.41260042332,0.414490518336
lady,2.41131185042,0.414712016543
young,2.4085491989,0.415187699074
may have,2.40818848585,0.415249888402
a similar,2.40457250195,0.415874339072
the loss,2.40119683359,0.416458986624
consumer,2.40056863136,0.416567969329
do all,2.39855391803,0.416917873926
district,2.39791499403,0.417028961615
skills,2.39733519824,0.417129820117
ground war,2.39450742099,0.41762242674
work to do,2.3942176502,0.417672971343
of date,2.39216054641,0.418032143161
denial,2.3899545861,0.418417992465
fights,2.38973106109,0.418457129457
after,2.38526244697,0.419241078176
to get there,2.38407728753,0.419449489004
he said he,2.38385436182,0.419488713747
endorsed by,2.38205959479,0.419804778262
likely to,2.38164340243,0.419878139179
are a,2.38121734587,0.41995326539
we cannot,2.378625912,0.420410790513
that is i,2.37830891721,0.420466825299
clean,2.37517682321,0.421021285754
laid out,2.37413092657,0.421206761939
this state,2.37262306057,0.421474450205
work if,2.37233177913,0.421526200002
very different,2.37205448737,0.421575476164
men who,2.37196165287,0.421591975903
every single day,2.37194462057,0.421595003242
on the front,2.37078541567,0.421801143786
not interested,2.36953971173,0.422022891217
donald trump,2.36766680584,0.422356725842
what we could,2.36592451384,0.422667753832
under,2.36400501849,0.42301094633
on this,2.36278450413,0.42322945586
critical,2.36081376475,0.423582755629
fairer,2.36023800885,0.423686084307
teacher,2.36000855311,0.423727277888
kim,2.35916269683,0.42387920144
protect our country,2.35867398423,0.423967028376
that made,2.35817787376,0.42405622202
jobs of the,2.35688289098,0.424289218537
share,2.35585483815,0.42447437075
trump and,2.35540867626,0.424554774752
point that,2.3547808758,0.424667963918
time a,2.35413999977,0.424783572811
hardly ever,2.35313521454,0.424964954764
get there,2.35232725118,0.425110919197
it to kill,2.35224057741,0.425126583396
me and my,2.35137064026,0.425283867578
cannot control,2.34974375052,0.425578320947
there is a,2.34875780817,0.425756966735
learn,2.34776400394,0.425937188883
license,2.34611360811,0.426236818432
14 000,2.34607192858,0.426244390812
horrific,2.34600858695,0.426255899301
as he,2.34462591681,0.426507270448
that a,2.34245261884,0.426902978509
everything i've,2.34150256004,0.427076193325
comes to trade,2.34112891174,0.427144355438
with one,2.34092368547,0.427181802725
last year the,2.33984325677,0.427379055032
different from,2.33822892246,0.42767412138
she said you,2.33807714542,0.427701883986
human rights,2.33671831984,0.427950597001
are better,2.33541486169,0.428189447796
had been,2.3351296732,0.428241742408
with what,2.33251918634,0.428721017969
did have,2.33251392029,0.428721985881
i'm not going,2.33190457638,0.428834014106
sing,2.3291212978,0.429346466818
off when,2.32799451571,0.429554276546
need you to,2.32717905185,0.429704796117
he's doing,2.32580086473,0.429959423941
in our,2.32455364555,0.430190114956
handed,2.32327301265,0.430427244045
the house,2.32243221303,0.430583073379
say the same,2.32229361575,0.430608771094
patient,2.32191735707,0.430678549757
guard,2.32057505695,0.430927668986
we know,2.31936730444,0.431152063791
plus,2.31926724032,0.431170665723
hope they,2.31914336684,0.431193696042
we saw,2.31763761342,0.431473839658
pills,2.31763165724,0.431474948521
introduced,2.31688400438,0.431614184443
regime,2.31518281045,0.431931334098
been told,2.31426265363,0.432103071115
do every,2.31352281434,0.43224125295
things about,2.31129098307,0.432658634211
had a lot,2.31088442299,0.432734753002
federal,2.31054390193,0.432798528159
and partners,2.31047774652,0.432810920385
everything they,2.31025793508,0.432852100544
holding,2.30834553453,0.433210706561
seat,2.30818738892,0.43324038802
a single,2.30726206331,0.433414138733
equality,2.30460939274,0.433913010661
serving,2.30312986158,0.434191756479
black,2.3028918219,0.43423663695
wondering,2.30206359152,0.434392865464
tomorrows,2.30203634458,0.434398006945
region,2.30181323238,0.43444011266
continuing,2.30068133995,0.434653849116
our problem,2.29968372604,0.434842404057
up our,2.29802221353,0.435156803147
arizona,2.29795147356,0.435170198982
rein,2.29732546976,0.435288779568
are we going,2.29596967281,0.435545822684
burning houses,2.2951388412,0.43570348863
solid,2.29505832254,0.43571877463
coverage,2.29397845721,0.435923884488
take them,2.29360130017,0.435995567288
of president,2.29283822708,0.436140669756
vision,2.28956578162,0.436764039726
big job interview,2.28866673077,0.436935612579
blankenship,2.28667236333,0.43731669479
every child,2.28562761061,0.437516590785
my faith,2.28340430177,0.437942592657
on both,2.28272746133,0.438072444888
idea,2.28126356039,0.438353558687
of young,2.27917114544,0.43875599338
hear donald,2.27794623377,0.438991924029
both,2.27597100244,0.439372908938
should,2.27470690746,0.439617076258
is you're,2.27404492292,0.439745050733
go anywhere,2.27356527776,0.439837822024
good jobs,2.27302843596,0.439941702523
join,2.27296192776,0.439954575476
necessary,2.27246388234,0.440050998289
the senate,2.27200601323,0.440139680166
mortgage,2.2716021994,0.440217922075
istanbul,2.27151357816,0.440235096816
talking with,2.27143361317,0.440250595132
barrier,2.26878170195,0.440765190913
i got to,2.26781768564,0.440952553783
challenging,2.26772611095,0.440970360209
like your,2.26673969222,0.441162257595
small,2.26479602559,0.441540866682
living,2.26454973712,0.441588887896
ask a,2.26403364919,0.441689548368
today the,2.26400429203,0.44169527572
where the,2.26224552918,0.44203866782
the same,2.26160208817,0.442164430794
when i was,2.26092485984,0.442296874948
the children's,2.2600082936,0.442476252336
is where i,2.25994183127,0.442489265062
keep,2.25968470521,0.442539615236
the banks,2.25718553467,0.443029597984
organization and,2.2566926446,0.443126361223
also,2.25525553043,0.443408734179
all of you,2.25490081758,0.443478485706
so you,2.25221636956,0.444007073884
out of date,2.2510665909,0.444233859647
seal team,2.24919212276,0.444604082453
not interested in,2.24762815849,0.444913450752
get back,2.2469301914,0.445051654844
gosh,2.24669517084,0.445098210463
to jail,2.24305766568,0.445820014038
about what's,2.2419160365,0.446047034643
id,2.24091713656,0.446245862324
girl,2.24041212106,0.44634645144
to all the,2.24029920339,0.446368948615
accept the,2.23756925307,0.44691354184
person to,2.23742750165,0.446941855887
far from,2.2370054914,0.447026171301
the right,2.23613069463,0.447201052425
left out,2.23578069536,0.44727105931
around this,2.23253418854,0.447921471991
i push,2.2317876171,0.448071309447
causes,2.23034243388,0.448361643848
families and,2.22692467007,0.449049765105
but that,2.22525609273,0.449386478827
not think,2.22491898744,0.449454566952
in a minute,2.22369558216,0.449701842294
republicans have,2.22313511712,0.449815214693
knocked,2.22298672834,0.449845240753
believed,2.22200682038,0.450043623102
pessimistic,2.22089753285,0.4502684096
safer,2.21626086041,0.451210422864
to have him,2.21612511785,0.451238060499
front line,2.21509821114,0.451447251851
say we are,2.21359439351,0.451753945045
broad,2.21301736122,0.451871737441
coming from the,2.21289918568,0.451895868764
parents of,2.21275484802,0.451925345862
she goes,2.21247000783,0.451983528121
meet,2.21232674309,0.452012797443
have to ask,2.21191036965,0.452097885032
and down,2.21125193399,0.452232504414
be held,2.21056662842,0.452372702612
you see i,2.20962631616,0.452565210998
to the government,2.20902292441,0.452688828599
suburbs,2.20865137027,0.452764982949
ago i,2.20550183751,0.453411546973
need to do,2.20483394562,0.453548895138
million new,2.20248659377,0.454032275533
of death,2.20211343675,0.454109213136
worked with,2.20152660203,0.45423025962
who are,2.20013954278,0.45451662522
ended up,2.19937109172,0.454675431428
v a,2.19764435873,0.45503267898
you bring,2.1968758498,0.455191858062
former,2.1954872931,0.455479748457
want to ask,2.19349013025,0.455894460708
cap,2.19345019351,0.455902761303
plans,2.1931593918,0.455963211676
each,2.19158520249,0.45629072457
and america,2.1913882616,0.456331731589
we have come,2.19102739648,0.456406890031
the supreme court,2.19053782233,0.456508894668
entire nation,2.18951854848,0.456721410603
like the one,2.18734648361,0.457174941186
this great,2.18706540758,0.457233696136
song,2.18699562867,0.457248284766
have got,2.18591857186,0.457473582444
is one,2.18582325506,0.457493531412
to prison,2.18559507838,0.457541293852
end the,2.18372121251,0.457933913117
it was so,2.18366547043,0.457945602722
understood,2.18336898724,0.458007787892
innovation,2.18003021933,0.458709237668
opportunity,2.17898994667,0.458928230269
threaten,2.17742522419,0.459258021305
representing,2.17728655419,0.459287271157
for them,2.17639811985,0.459474758263
returns,2.17623219301,0.459509790918
chicago,2.17584849035,0.459590823734
10 steps,2.17536229991,0.459693541643
when you run,2.17481321013,0.459809603575
many americans,2.17463585134,0.459847104694
out for,2.17279426243,0.460236855966
for his,2.17243807411,0.46031231542
of course,2.17212370909,0.460378935056
wonder,2.17212259253,0.46037917171
he was killed,2.1717466287,0.460458870656
stronger,2.17067232851,0.460686759059
he believes,2.16998066513,0.460833599152
this election,2.16953006283,0.460929312357
heroin,2.16909534499,0.461021689208
stepped,2.16788401259,0.461279290863
weapon,2.16724870941,0.4614145094
sure we,2.16675078175,0.461520544229
then i was,2.16667194678,0.461537336783
our history,2.16656118572,0.461560931946
consequential,2.16643845029,0.461587080799
states will,2.16611334278,0.461656359458
american leadership,2.16603120387,0.461673866107
closely,2.16568337572,0.461748015065
